"Plot Title: TIYU240701DO"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 21091844, SEN S/N: 21091844)","Temp, °C (LGR S/N: 21091844, SEN S/N: 21091844)","Coupler Attached (LGR S/N: 21091844)","Host Connected (LGR S/N: 21091844)","Stopped (LGR S/N: 21091844)","End Of File (LGR S/N: 21091844)"
95,07/02/24 06:30:00 PM,6.67,23.36,,,,
96,07/02/24 06:45:00 PM,6.67,23.34,,,,
97,07/02/24 07:00:00 PM,6.67,23.34,,,,
98,07/02/24 07:15:00 PM,6.67,23.32,,,,
99,07/02/24 07:30:00 PM,6.68,23.32,,,,
100,07/02/24 07:45:00 PM,6.65,23.32,,,,
101,07/02/24 08:00:00 PM,6.67,23.30,,,,
102,07/02/24 08:15:00 PM,6.67,23.30,,,,
103,07/02/24 08:30:00 PM,6.67,23.30,,,,
104,07/02/24 08:45:00 PM,6.67,23.28,,,,
105,07/02/24 09:00:00 PM,6.67,23.30,,,,
106,07/02/24 09:15:00 PM,6.67,23.30,,,,
107,07/02/24 09:30:00 PM,6.69,23.32,,,,
108,07/02/24 09:45:00 PM,6.67,23.36,,,,
109,07/02/24 10:00:00 PM,6.67,23.38,,,,
110,07/02/24 10:15:00 PM,6.72,23.40,,,,
111,07/02/24 10:30:00 PM,6.74,23.40,,,,
112,07/02/24 10:45:00 PM,6.74,23.36,,,,
113,07/02/24 11:00:00 PM,6.76,23.32,,,,
114,07/02/24 11:15:00 PM,6.75,23.30,,,,
115,07/02/24 11:30:00 PM,6.75,23.28,,,,
116,07/02/24 11:45:00 PM,6.76,23.26,,,,
117,07/03/24 12:00:00 AM,6.73,23.26,,,,
118,07/03/24 12:15:00 AM,6.74,23.24,,,,
119,07/03/24 12:30:00 AM,6.73,23.24,,,,
120,07/03/24 12:45:00 AM,6.75,23.24,,,,
121,07/03/24 01:00:00 AM,6.73,23.24,,,,
122,07/03/24 01:15:00 AM,6.73,23.24,,,,
123,07/03/24 01:30:00 AM,6.72,23.24,,,,
124,07/03/24 01:45:00 AM,6.72,23.22,,,,
125,07/03/24 02:00:00 AM,6.72,23.22,,,,
126,07/03/24 02:15:00 AM,6.72,23.20,,,,
127,07/03/24 02:30:00 AM,6.73,23.20,,,,
128,07/03/24 02:45:00 AM,6.73,23.22,,,,
129,07/03/24 03:00:00 AM,6.73,23.22,,,,
130,07/03/24 03:15:00 AM,6.73,23.20,,,,
131,07/03/24 03:30:00 AM,6.77,23.18,,,,
132,07/03/24 03:45:00 AM,6.79,23.14,,,,
133,07/03/24 04:00:00 AM,6.79,23.12,,,,
134,07/03/24 04:15:00 AM,6.80,23.10,,,,
135,07/03/24 04:30:00 AM,6.79,23.10,,,,
136,07/03/24 04:45:00 AM,6.79,23.08,,,,
137,07/03/24 05:00:00 AM,6.78,23.06,,,,
138,07/03/24 05:15:00 AM,6.78,23.06,,,,
139,07/03/24 05:30:00 AM,6.77,23.04,,,,
140,07/03/24 05:45:00 AM,6.76,23.04,,,,
141,07/03/24 06:00:00 AM,6.78,23.02,,,,
142,07/03/24 06:15:00 AM,6.77,23.02,,,,
143,07/03/24 06:30:00 AM,6.77,23.00,,,,
144,07/03/24 06:45:00 AM,6.75,23.00,,,,
145,07/03/24 07:00:00 AM,6.74,23.00,,,,
146,07/03/24 07:15:00 AM,6.75,22.98,,,,
147,07/03/24 07:30:00 AM,6.75,22.98,,,,
148,07/03/24 07:45:00 AM,6.76,22.98,,,,
149,07/03/24 08:00:00 AM,6.76,22.98,,,,
150,07/03/24 08:15:00 AM,6.76,22.98,,,,
151,07/03/24 08:30:00 AM,6.76,22.98,,,,
152,07/03/24 08:45:00 AM,6.77,23.00,,,,
153,07/03/24 09:00:00 AM,6.75,23.00,,,,
154,07/03/24 09:15:00 AM,6.79,23.02,,,,
155,07/03/24 09:30:00 AM,6.77,23.04,,,,
156,07/03/24 09:45:00 AM,6.75,23.06,,,,
157,07/03/24 10:00:00 AM,6.75,23.08,,,,
158,07/03/24 10:15:00 AM,6.75,23.08,,,,
159,07/03/24 10:30:00 AM,6.75,23.10,,,,
160,07/03/24 10:45:00 AM,6.76,23.14,,,,
161,07/03/24 11:00:00 AM,6.74,23.16,,,,
162,07/03/24 11:15:00 AM,6.75,23.20,,,,
163,07/03/24 11:30:00 AM,6.74,23.26,,,,
164,07/03/24 11:45:00 AM,6.75,23.32,,,,
165,07/03/24 12:00:00 PM,6.74,23.38,,,,
166,07/03/24 12:15:00 PM,6.73,23.40,,,,
167,07/03/24 12:30:00 PM,6.72,23.42,,,,
168,07/03/24 12:45:00 PM,6.72,23.44,,,,
169,07/03/24 01:00:00 PM,6.72,23.44,,,,
170,07/03/24 01:15:00 PM,6.71,23.46,,,,
171,07/03/24 01:30:00 PM,6.69,23.48,,,,
172,07/03/24 01:45:00 PM,6.67,23.50,,,,
173,07/03/24 02:00:00 PM,6.68,23.54,,,,
174,07/03/24 02:15:00 PM,6.70,23.58,,,,
175,07/03/24 02:30:00 PM,6.68,23.64,,,,
176,07/03/24 02:45:00 PM,6.67,23.68,,,,
177,07/03/24 03:00:00 PM,6.67,23.70,,,,
178,07/03/24 03:15:00 PM,6.66,23.74,,,,
179,07/03/24 03:30:00 PM,6.67,23.74,,,,
180,07/03/24 03:45:00 PM,6.65,23.74,,,,
181,07/03/24 04:00:00 PM,6.67,23.76,,,,
182,07/03/24 04:15:00 PM,6.62,23.74,,,,
183,07/03/24 04:30:00 PM,6.62,23.72,,,,
184,07/03/24 04:45:00 PM,6.61,23.72,,,,
185,07/03/24 05:00:00 PM,6.60,23.70,,,,
186,07/03/24 05:15:00 PM,6.61,23.68,,,,
187,07/03/24 05:30:00 PM,6.60,23.66,,,,
188,07/03/24 05:45:00 PM,6.60,23.64,,,,
189,07/03/24 06:00:00 PM,6.61,23.62,,,,
190,07/03/24 06:15:00 PM,6.60,23.62,,,,
191,07/03/24 06:30:00 PM,6.60,23.60,,,,
192,07/03/24 06:45:00 PM,6.60,23.58,,,,
193,07/03/24 07:00:00 PM,6.60,23.56,,,,
194,07/03/24 07:15:00 PM,6.60,23.56,,,,
195,07/03/24 07:30:00 PM,6.59,23.54,,,,
196,07/03/24 07:45:00 PM,6.60,23.52,,,,
197,07/03/24 08:00:00 PM,6.60,23.52,,,,
198,07/03/24 08:15:00 PM,6.60,23.52,,,,
199,07/03/24 08:30:00 PM,6.60,23.50,,,,
200,07/03/24 08:45:00 PM,6.61,23.50,,,,
201,07/03/24 09:00:00 PM,6.62,23.48,,,,
202,07/03/24 09:15:00 PM,6.61,23.46,,,,
203,07/03/24 09:30:00 PM,6.61,23.46,,,,
204,07/03/24 09:45:00 PM,6.61,23.46,,,,
205,07/03/24 10:00:00 PM,6.60,23.42,,,,
206,07/03/24 10:15:00 PM,6.61,23.42,,,,
207,07/03/24 10:30:00 PM,6.62,23.40,,,,
208,07/03/24 10:45:00 PM,6.60,23.40,,,,
209,07/03/24 11:00:00 PM,6.06,23.38,,,,
210,07/03/24 11:15:00 PM,6.63,23.36,,,,
211,07/03/24 11:30:00 PM,6.62,23.34,,,,
212,07/03/24 11:45:00 PM,6.64,23.30,,,,
213,07/04/24 12:00:00 AM,6.65,23.28,,,,
214,07/04/24 12:15:00 AM,6.66,23.24,,,,
215,07/04/24 12:30:00 AM,6.64,23.22,,,,
216,07/04/24 12:45:00 AM,6.61,23.22,,,,
217,07/04/24 01:00:00 AM,6.66,23.20,,,,
218,07/04/24 01:15:00 AM,6.65,23.20,,,,
219,07/04/24 01:30:00 AM,6.64,23.18,,,,
220,07/04/24 01:45:00 AM,6.65,23.16,,,,
221,07/04/24 02:00:00 AM,6.63,23.16,,,,
222,07/04/24 02:15:00 AM,6.62,23.14,,,,
223,07/04/24 02:30:00 AM,6.63,23.12,,,,
224,07/04/24 02:45:00 AM,6.62,23.10,,,,
225,07/04/24 03:00:00 AM,6.66,23.08,,,,
226,07/04/24 03:15:00 AM,6.64,23.06,,,,
227,07/04/24 03:30:00 AM,6.63,23.04,,,,
228,07/04/24 03:45:00 AM,6.64,23.02,,,,
229,07/04/24 04:00:00 AM,6.65,23.00,,,,
230,07/04/24 04:15:00 AM,6.65,22.98,,,,
231,07/04/24 04:30:00 AM,6.65,22.96,,,,
232,07/04/24 04:45:00 AM,6.64,22.94,,,,
233,07/04/24 05:00:00 AM,6.64,22.92,,,,
234,07/04/24 05:15:00 AM,6.63,22.90,,,,
235,07/04/24 05:30:00 AM,6.67,22.88,,,,
236,07/04/24 05:45:00 AM,6.68,22.86,,,,
237,07/04/24 06:00:00 AM,6.67,22.84,,,,
238,07/04/24 06:15:00 AM,6.65,22.80,,,,
239,07/04/24 06:30:00 AM,6.67,22.80,,,,
240,07/04/24 06:45:00 AM,6.67,22.76,,,,
241,07/04/24 07:00:00 AM,6.67,22.74,,,,
242,07/04/24 07:15:00 AM,6.67,22.72,,,,
243,07/04/24 07:30:00 AM,6.67,22.72,,,,
244,07/04/24 07:45:00 AM,6.68,22.72,,,,
245,07/04/24 08:00:00 AM,6.67,22.70,,,,
246,07/04/24 08:15:00 AM,6.69,22.72,,,,
247,07/04/24 08:30:00 AM,6.69,22.72,,,,
248,07/04/24 08:45:00 AM,6.72,22.76,,,,
249,07/04/24 09:00:00 AM,6.70,22.80,,,,
250,07/04/24 09:15:00 AM,6.67,22.92,,,,
251,07/04/24 09:30:00 AM,6.67,23.02,,,,
252,07/04/24 09:45:00 AM,6.58,23.46,,,,
253,07/04/24 10:00:00 AM,6.53,23.88,,,,
254,07/04/24 10:15:00 AM,6.42,24.42,,,,
255,07/04/24 10:30:00 AM,6.38,24.68,,,,
256,07/04/24 10:45:00 AM,6.44,24.56,,,,
257,07/04/24 11:00:00 AM,6.49,24.24,,,,
258,07/04/24 11:15:00 AM,6.48,24.26,,,,
259,07/04/24 11:30:00 AM,6.48,24.42,,,,
260,07/04/24 11:45:00 AM,6.43,24.54,,,,
261,07/04/24 12:00:00 PM,6.36,24.96,,,,
262,07/04/24 12:15:00 PM,6.25,26.00,,,,
263,07/04/24 12:30:00 PM,6.22,26.28,,,,
264,07/04/24 12:45:00 PM,6.29,26.14,,,,
265,07/04/24 01:00:00 PM,6.32,25.88,,,,
266,07/04/24 01:15:00 PM,6.37,26.02,,,,
267,07/04/24 01:30:00 PM,6.29,26.62,,,,
268,07/04/24 01:45:00 PM,6.32,26.38,,,,
269,07/04/24 02:00:00 PM,6.36,26.20,,,,
270,07/04/24 02:15:00 PM,6.41,26.20,,,,
271,07/04/24 02:30:00 PM,6.36,26.36,,,,
272,07/04/24 02:45:00 PM,6.37,26.18,,,,
273,07/04/24 03:00:00 PM,6.44,26.04,,,,
274,07/04/24 03:15:00 PM,6.42,26.02,,,,
275,07/04/24 03:30:00 PM,6.42,25.78,,,,
276,07/04/24 03:45:00 PM,6.42,25.74,,,,
277,07/04/24 04:00:00 PM,6.42,25.94,,,,
278,07/04/24 04:15:00 PM,6.42,26.08,,,,
279,07/04/24 04:30:00 PM,6.39,26.20,,,,
280,07/04/24 04:45:00 PM,6.42,25.76,,,,
281,07/04/24 05:00:00 PM,6.46,25.48,,,,
282,07/04/24 05:15:00 PM,6.48,25.20,,,,
283,07/04/24 05:30:00 PM,6.54,25.00,,,,
284,07/04/24 05:45:00 PM,6.55,24.82,,,,
285,07/04/24 06:00:00 PM,6.57,24.60,,,,
286,07/04/24 06:15:00 PM,6.61,24.32,,,,
287,07/04/24 06:30:00 PM,6.64,24.06,,,,
288,07/04/24 06:45:00 PM,6.66,23.84,,,,
289,07/04/24 07:00:00 PM,6.67,23.76,,,,
290,07/04/24 07:15:00 PM,6.72,23.64,,,,
291,07/04/24 07:30:00 PM,6.72,23.58,,,,
292,07/04/24 07:45:00 PM,6.73,23.52,,,,
293,07/04/24 08:00:00 PM,6.74,23.44,,,,
294,07/04/24 08:15:00 PM,6.74,23.32,,,,
295,07/04/24 08:30:00 PM,6.75,23.24,,,,
296,07/04/24 08:45:00 PM,6.77,23.18,,,,
297,07/04/24 09:00:00 PM,6.79,23.10,,,,
298,07/04/24 09:15:00 PM,6.78,23.04,,,,
299,07/04/24 09:30:00 PM,6.81,22.94,,,,
300,07/04/24 09:45:00 PM,6.82,22.90,,,,
301,07/04/24 10:00:00 PM,6.81,22.88,,,,
302,07/04/24 10:15:00 PM,6.80,22.86,,,,
303,07/04/24 10:30:00 PM,6.84,22.78,,,,
304,07/04/24 10:45:00 PM,6.83,22.66,,,,
305,07/04/24 11:00:00 PM,6.85,22.62,,,,
306,07/04/24 11:15:00 PM,6.85,22.58,,,,
307,07/04/24 11:30:00 PM,6.85,22.52,,,,
308,07/04/24 11:45:00 PM,6.86,22.46,,,,
309,07/05/24 12:00:00 AM,6.87,22.44,,,,
310,07/05/24 12:15:00 AM,6.87,22.40,,,,
311,07/05/24 12:30:00 AM,6.89,22.34,,,,
312,07/05/24 12:45:00 AM,6.89,22.24,,,,
313,07/05/24 01:00:00 AM,6.90,22.18,,,,
314,07/05/24 01:15:00 AM,6.92,22.08,,,,
315,07/05/24 01:30:00 AM,6.91,22.04,,,,
316,07/05/24 01:45:00 AM,6.92,21.96,,,,
317,07/05/24 02:00:00 AM,6.96,21.92,,,,
318,07/05/24 02:15:00 AM,6.92,22.00,,,,
319,07/05/24 02:30:00 AM,6.91,22.00,,,,
320,07/05/24 02:45:00 AM,6.91,21.96,,,,
321,07/05/24 03:00:00 AM,6.93,21.94,,,,
322,07/05/24 03:15:00 AM,6.92,21.90,,,,
323,07/05/24 03:30:00 AM,6.94,21.84,,,,
324,07/05/24 03:45:00 AM,6.94,21.80,,,,
325,07/05/24 04:00:00 AM,6.94,21.76,,,,
326,07/05/24 04:15:00 AM,6.96,21.76,,,,
327,07/05/24 04:30:00 AM,6.95,21.72,,,,
328,07/05/24 04:45:00 AM,6.95,21.72,,,,
329,07/05/24 05:00:00 AM,6.97,21.70,,,,
330,07/05/24 05:15:00 AM,6.96,21.64,,,,
331,07/05/24 05:30:00 AM,6.97,21.56,,,,
332,07/05/24 05:45:00 AM,6.99,21.48,,,,
333,07/05/24 06:00:00 AM,6.98,21.40,,,,
334,07/05/24 06:15:00 AM,6.98,21.38,,,,
335,07/05/24 06:30:00 AM,6.97,21.42,,,,
336,07/05/24 06:45:00 AM,7.00,21.44,,,,
337,07/05/24 07:00:00 AM,6.99,21.52,,,,
338,07/05/24 07:15:00 AM,6.98,21.60,,,,
339,07/05/24 07:30:00 AM,6.98,21.76,,,,
340,07/05/24 07:45:00 AM,6.96,21.94,,,,
341,07/05/24 08:00:00 AM,6.90,22.22,,,,
342,07/05/24 08:15:00 AM,6.87,22.56,,,,
343,07/05/24 08:30:00 AM,6.80,22.84,,,,
344,07/05/24 08:45:00 AM,6.81,23.08,,,,
345,07/05/24 09:00:00 AM,6.75,23.46,,,,
346,07/05/24 09:15:00 AM,6.73,23.60,,,,
347,07/05/24 09:30:00 AM,6.71,23.82,,,,
348,07/05/24 09:45:00 AM,6.66,24.00,,,,
349,07/05/24 10:00:00 AM,6.64,24.12,,,,
350,07/05/24 10:15:00 AM,6.64,24.26,,,,
351,07/05/24 10:30:00 AM,6.60,24.40,,,,
352,07/05/24 10:45:00 AM,6.60,24.36,,,,
353,07/05/24 11:00:00 AM,6.61,24.44,,,,
354,07/05/24 11:15:00 AM,6.60,24.56,,,,
355,07/05/24 11:30:00 AM,6.57,24.90,,,,
356,07/05/24 11:45:00 AM,6.50,25.16,,,,
357,07/05/24 12:00:00 PM,6.51,25.14,,,,
358,07/05/24 12:15:00 PM,6.50,25.12,,,,
359,07/05/24 12:30:00 PM,6.50,25.36,,,,
360,07/05/24 12:45:00 PM,6.42,26.32,,,,
361,07/05/24 01:00:00 PM,6.26,27.58,,,,
362,07/05/24 01:15:00 PM,6.21,27.34,,,,
363,07/05/24 01:30:00 PM,6.24,27.16,,,,
364,07/05/24 01:45:00 PM,6.24,26.98,,,,
365,07/05/24 02:00:00 PM,6.33,26.94,,,,
366,07/05/24 02:15:00 PM,6.32,26.98,,,,
367,07/05/24 02:30:00 PM,6.27,27.24,,,,
368,07/05/24 02:45:00 PM,6.25,27.22,,,,
369,07/05/24 03:00:00 PM,6.30,26.90,,,,
370,07/05/24 03:15:00 PM,6.29,26.50,,,,
371,07/05/24 03:30:00 PM,6.36,26.08,,,,
372,07/05/24 03:45:00 PM,6.42,25.64,,,,
373,07/05/24 04:00:00 PM,6.42,25.84,,,,
374,07/05/24 04:15:00 PM,6.41,25.86,,,,
375,07/05/24 04:30:00 PM,6.38,25.80,,,,
376,07/05/24 04:45:00 PM,6.46,25.42,,,,
377,07/05/24 05:00:00 PM,6.51,25.18,,,,
378,07/05/24 05:15:00 PM,6.51,25.02,,,,
379,07/05/24 05:30:00 PM,6.52,24.84,,,,
380,07/05/24 05:45:00 PM,6.57,24.66,,,,
381,07/05/24 06:00:00 PM,6.57,24.52,,,,
382,07/05/24 06:15:00 PM,6.60,24.28,,,,
383,07/05/24 06:30:00 PM,6.65,24.04,,,,
384,07/05/24 06:45:00 PM,6.67,23.86,,,,
385,07/05/24 07:00:00 PM,6.70,23.66,,,,
386,07/05/24 07:15:00 PM,6.69,23.58,,,,
387,07/05/24 07:30:00 PM,6.72,23.50,,,,
388,07/05/24 07:45:00 PM,6.73,23.38,,,,
389,07/05/24 08:00:00 PM,6.76,23.32,,,,
390,07/05/24 08:15:00 PM,6.74,23.22,,,,
391,07/05/24 08:30:00 PM,6.77,23.22,,,,
392,07/05/24 08:45:00 PM,6.75,23.22,,,,
393,07/05/24 09:00:00 PM,6.79,23.20,,,,
394,07/05/24 09:15:00 PM,6.78,23.18,,,,
395,07/05/24 09:30:00 PM,6.79,23.18,,,,
396,07/05/24 09:45:00 PM,6.78,23.16,,,,
397,07/05/24 10:00:00 PM,6.79,23.14,,,,
398,07/05/24 10:15:00 PM,6.79,23.12,,,,
399,07/05/24 10:30:00 PM,6.79,23.10,,,,
400,07/05/24 10:45:00 PM,6.79,23.08,,,,
401,07/05/24 11:00:00 PM,6.79,23.04,,,,
402,07/05/24 11:15:00 PM,6.79,23.02,,,,
403,07/05/24 11:30:00 PM,6.80,23.04,,,,
404,07/05/24 11:45:00 PM,6.79,23.06,,,,
405,07/06/24 12:00:00 AM,6.79,23.10,,,,
406,07/06/24 12:15:00 AM,6.85,22.54,,,,
407,07/06/24 12:30:00 AM,6.89,22.06,,,,
408,07/06/24 12:45:00 AM,6.74,22.94,,,,
409,07/06/24 01:00:00 AM,6.67,23.14,,,,
410,07/06/24 01:15:00 AM,6.70,23.14,,,,
411,07/06/24 01:30:00 AM,6.73,23.08,,,,
412,07/06/24 01:45:00 AM,6.79,23.02,,,,
413,07/06/24 02:00:00 AM,6.84,22.98,,,,
414,07/06/24 02:15:00 AM,6.82,23.00,,,,
415,07/06/24 02:30:00 AM,6.82,23.02,,,,
416,07/06/24 02:45:00 AM,6.81,23.02,,,,
417,07/06/24 03:00:00 AM,6.80,23.02,,,,
418,07/06/24 03:15:00 AM,6.79,23.02,,,,
419,07/06/24 03:30:00 AM,6.78,23.02,,,,
420,07/06/24 03:45:00 AM,6.78,23.02,,,,
421,07/06/24 04:00:00 AM,6.76,23.02,,,,
422,07/06/24 04:15:00 AM,6.76,23.02,,,,
423,07/06/24 04:30:00 AM,6.77,23.00,,,,
424,07/06/24 04:45:00 AM,6.74,22.98,,,,
425,07/06/24 05:00:00 AM,6.76,22.96,,,,
426,07/06/24 05:15:00 AM,6.75,22.96,,,,
427,07/06/24 05:30:00 AM,6.76,22.96,,,,
428,07/06/24 05:45:00 AM,6.76,22.94,,,,
429,07/06/24 06:00:00 AM,6.76,22.94,,,,
430,07/06/24 06:15:00 AM,6.74,22.92,,,,
431,07/06/24 06:30:00 AM,6.75,22.92,,,,
432,07/06/24 06:45:00 AM,6.75,22.92,,,,
433,07/06/24 07:00:00 AM,6.73,22.90,,,,
434,07/06/24 07:15:00 AM,6.74,22.90,,,,
435,07/06/24 07:30:00 AM,6.74,22.90,,,,
436,07/06/24 07:45:00 AM,6.75,22.90,,,,
437,07/06/24 08:00:00 AM,6.74,22.90,,,,
438,07/06/24 08:15:00 AM,6.75,22.90,,,,
439,07/06/24 08:30:00 AM,6.75,22.92,,,,
440,07/06/24 08:45:00 AM,6.76,22.94,,,,
441,07/06/24 09:00:00 AM,6.73,22.96,,,,
442,07/06/24 09:15:00 AM,6.72,22.98,,,,
443,07/06/24 09:30:00 AM,6.73,23.00,,,,
444,07/06/24 09:45:00 AM,6.73,23.02,,,,
445,07/06/24 10:00:00 AM,6.75,23.04,,,,
446,07/06/24 10:15:00 AM,6.73,23.08,,,,
447,07/06/24 10:30:00 AM,6.73,23.10,,,,
448,07/06/24 10:45:00 AM,6.74,23.12,,,,
449,07/06/24 11:00:00 AM,6.74,23.14,,,,
450,07/06/24 11:15:00 AM,6.72,23.14,,,,
451,07/06/24 11:30:00 AM,6.72,23.16,,,,
452,07/06/24 11:45:00 AM,6.73,23.20,,,,
453,07/06/24 12:00:00 PM,6.73,23.24,,,,
454,07/06/24 12:15:00 PM,6.73,23.28,,,,
455,07/06/24 12:30:00 PM,6.72,23.34,,,,
456,07/06/24 12:45:00 PM,6.73,23.38,,,,
457,07/06/24 01:00:00 PM,6.70,23.44,,,,
458,07/06/24 01:15:00 PM,6.70,23.50,,,,
459,07/06/24 01:30:00 PM,6.71,23.52,,,,
460,07/06/24 01:45:00 PM,6.70,23.56,,,,
461,07/06/24 02:00:00 PM,6.69,23.58,,,,
462,07/06/24 02:15:00 PM,6.67,23.62,,,,
463,07/06/24 02:30:00 PM,6.69,23.64,,,,
464,07/06/24 02:45:00 PM,6.67,23.68,,,,
465,07/06/24 03:00:00 PM,6.66,23.72,,,,
466,07/06/24 03:15:00 PM,6.67,23.74,,,,
467,07/06/24 03:30:00 PM,6.63,23.76,,,,
468,07/06/24 03:45:00 PM,6.66,23.76,,,,
469,07/06/24 04:00:00 PM,6.62,23.74,,,,
470,07/06/24 04:15:00 PM,6.62,23.74,,,,
