"Plot Title: CANUAPRESS061524"
"#","Date Time, GMT-06:00","Abs Pres, kPa (LGR S/N: 20797139, SEN S/N: 20797139)","Temp, °C (LGR S/N: 20797139, SEN S/N: 20797139)","Coupler Detached (LGR S/N: 20797139)","Coupler Attached (LGR S/N: 20797139)","Host Connected (LGR S/N: 20797139)","Stopped (LGR S/N: 20797139)","End Of File (LGR S/N: 20797139)"
131,06/16/24 07:15:00 PM,103.236,23.388,,,,,
132,06/16/24 07:30:00 PM,102.968,23.388,,,,,
133,06/16/24 07:45:00 PM,102.724,23.388,,,,,
134,06/16/24 08:00:00 PM,102.456,23.388,,,,,
135,06/16/24 08:15:00 PM,102.234,23.292,,,,,
136,06/16/24 08:30:00 PM,102.039,23.292,,,,,
137,06/16/24 08:45:00 PM,101.868,23.292,,,,,
138,06/16/24 09:00:00 PM,101.710,23.292,,,,,
139,06/16/24 09:15:00 PM,101.552,23.292,,,,,
140,06/16/24 09:30:00 PM,101.430,23.292,,,,,
141,06/16/24 09:45:00 PM,101.321,23.292,,,,,
142,06/16/24 10:00:00 PM,101.195,23.196,,,,,
143,06/16/24 10:15:00 PM,101.110,23.196,,,,,
144,06/16/24 10:30:00 PM,101.025,23.196,,,,,
145,06/16/24 10:45:00 PM,100.940,23.196,,,,,
146,06/16/24 11:00:00 PM,100.867,23.196,,,,,
147,06/16/24 11:15:00 PM,100.794,23.196,,,,,
148,06/16/24 11:30:00 PM,100.758,23.196,,,,,
149,06/16/24 11:45:00 PM,100.730,23.100,,,,,
150,06/17/24 12:00:00 AM,100.669,23.100,,,,,
151,06/17/24 12:15:00 AM,100.632,23.100,,,,,
152,06/17/24 12:30:00 AM,100.596,23.100,,,,,
153,06/17/24 12:45:00 AM,100.547,23.100,,,,,
154,06/17/24 01:00:00 AM,100.511,23.100,,,,,
155,06/17/24 01:15:00 AM,100.499,23.100,,,,,
156,06/17/24 01:30:00 AM,100.459,23.004,,,,,
157,06/17/24 01:45:00 AM,100.447,23.004,,,,,
158,06/17/24 02:00:00 AM,100.422,23.004,,,,,
159,06/17/24 02:15:00 AM,100.386,23.004,,,,,
160,06/17/24 02:30:00 AM,100.361,23.004,,,,,
161,06/17/24 02:45:00 AM,100.361,23.004,,,,,
162,06/17/24 03:00:00 AM,100.349,23.004,,,,,
163,06/17/24 03:15:00 AM,100.337,23.004,,,,,
164,06/17/24 03:30:00 AM,100.334,22.908,,,,,
165,06/17/24 03:45:00 AM,100.321,22.908,,,,,
166,06/17/24 04:00:00 AM,100.309,22.908,,,,,
167,06/17/24 04:15:00 AM,100.321,22.908,,,,,
168,06/17/24 04:30:00 AM,100.321,22.908,,,,,
169,06/17/24 04:45:00 AM,100.321,22.908,,,,,
170,06/17/24 05:00:00 AM,100.294,22.812,,,,,
171,06/17/24 05:15:00 AM,100.294,22.812,,,,,
172,06/17/24 05:30:00 AM,100.269,22.812,,,,,
173,06/17/24 05:45:00 AM,100.281,22.812,,,,,
174,06/17/24 06:00:00 AM,100.269,22.812,,,,,
175,06/17/24 06:15:00 AM,100.266,22.717,,,,,
176,06/17/24 06:30:00 AM,100.266,22.717,,,,,
177,06/17/24 06:45:00 AM,100.278,22.717,,,,,
178,06/17/24 07:00:00 AM,100.290,22.717,,,,,
179,06/17/24 07:15:00 AM,100.302,22.717,,,,,
180,06/17/24 07:30:00 AM,100.290,22.717,,,,,
181,06/17/24 07:45:00 AM,100.278,22.717,,,,,
182,06/17/24 08:00:00 AM,100.266,22.717,,,,,
183,06/17/24 08:15:00 AM,100.266,22.717,,,,,
184,06/17/24 08:30:00 AM,100.241,22.717,,,,,
185,06/17/24 08:45:00 AM,100.229,22.717,,,,,
186,06/17/24 09:00:00 AM,100.221,22.812,,,,,
187,06/17/24 09:15:00 AM,100.209,22.812,,,,,
188,06/17/24 09:30:00 AM,100.188,22.908,,,,,
189,06/17/24 09:45:00 AM,100.179,23.004,,,,,
190,06/17/24 10:00:00 AM,100.155,23.004,,,,,
191,06/17/24 10:15:00 AM,100.134,23.100,,,,,
192,06/17/24 10:30:00 AM,100.113,23.196,,,,,
193,06/17/24 10:45:00 AM,100.113,23.196,,,,,
194,06/17/24 11:00:00 AM,100.077,23.196,,,,,
195,06/17/24 11:15:00 AM,100.044,23.292,,,,,
196,06/17/24 11:30:00 AM,100.023,23.388,,,,,
197,06/17/24 11:45:00 AM,99.978,23.484,,,,,
198,06/17/24 12:00:00 PM,99.945,23.581,,,,,
199,06/17/24 12:15:00 PM,99.933,23.581,,,,,
200,06/17/24 12:30:00 PM,99.888,23.677,,,,,
201,06/17/24 12:45:00 PM,99.851,23.677,,,,,
202,06/17/24 01:00:00 PM,99.815,23.677,,,,,
203,06/17/24 01:15:00 PM,99.778,23.677,,,,,
204,06/17/24 01:30:00 PM,99.754,23.677,,,,,
205,06/17/24 01:45:00 PM,99.718,23.677,,,,,
206,06/17/24 02:00:00 PM,99.681,23.677,,,,,
207,06/17/24 02:15:00 PM,99.657,23.677,,,,,
208,06/17/24 02:30:00 PM,99.620,23.677,,,,,
209,06/17/24 02:45:00 PM,99.584,23.677,,,,,
210,06/17/24 03:00:00 PM,99.572,23.677,,,,,
211,06/17/24 03:15:00 PM,99.560,23.677,,,,,
212,06/17/24 03:30:00 PM,99.548,23.677,,,,,
213,06/17/24 03:45:00 PM,99.535,23.677,,,,,
214,06/17/24 04:00:00 PM,99.511,23.677,,,,,
215,06/17/24 04:15:00 PM,99.499,23.677,,,,,
216,06/17/24 04:30:00 PM,99.499,23.677,,,,,
217,06/17/24 04:45:00 PM,99.499,23.677,,,,,
218,06/17/24 05:00:00 PM,99.487,23.677,,,,,
219,06/17/24 05:15:00 PM,99.511,23.677,,,,,
220,06/17/24 05:30:00 PM,99.523,23.677,,,,,
221,06/17/24 05:45:00 PM,99.523,23.677,,,,,
222,06/17/24 06:00:00 PM,99.560,23.677,,,,,
223,06/17/24 06:15:00 PM,99.572,23.677,,,,,
224,06/17/24 06:30:00 PM,99.596,23.677,,,,,
225,06/17/24 06:45:00 PM,99.608,23.677,,,,,
226,06/17/24 07:00:00 PM,99.657,23.677,,,,,
227,06/17/24 07:15:00 PM,99.657,23.677,,,,,
228,06/17/24 07:30:00 PM,99.669,23.677,,,,,
229,06/17/24 07:45:00 PM,99.681,23.677,,,,,
230,06/17/24 08:00:00 PM,99.718,23.677,,,,,
231,06/17/24 08:15:00 PM,99.718,23.677,,,,,
232,06/17/24 08:30:00 PM,99.718,23.677,,,,,
233,06/17/24 08:45:00 PM,99.730,23.677,,,,,
234,06/17/24 09:00:00 PM,99.730,23.677,,,,,
235,06/17/24 09:15:00 PM,99.742,23.677,,,,,
236,06/17/24 09:30:00 PM,99.754,23.677,,,,,
237,06/17/24 09:45:00 PM,99.778,23.677,,,,,
238,06/17/24 10:00:00 PM,99.791,23.677,,,,,
239,06/17/24 10:15:00 PM,99.791,23.677,,,,,
240,06/17/24 10:30:00 PM,99.791,23.677,,,,,
241,06/17/24 10:45:00 PM,99.766,23.677,,,,,
242,06/17/24 11:00:00 PM,99.742,23.677,,,,,
243,06/17/24 11:15:00 PM,99.693,23.677,,,,,
244,06/17/24 11:30:00 PM,99.690,23.581,,,,,
245,06/17/24 11:45:00 PM,99.678,23.581,,,,,
246,06/18/24 12:00:00 AM,99.666,23.581,,,,,
247,06/18/24 12:15:00 AM,99.653,23.581,,,,,
248,06/18/24 12:30:00 AM,99.641,23.581,,,,,
249,06/18/24 12:45:00 AM,99.653,23.581,,,,,
250,06/18/24 01:00:00 AM,99.629,23.581,,,,,
251,06/18/24 01:15:00 AM,99.641,23.581,,,,,
252,06/18/24 01:30:00 AM,99.617,23.581,,,,,
253,06/18/24 01:45:00 AM,99.601,23.484,,,,,
254,06/18/24 02:00:00 AM,99.577,23.484,,,,,
255,06/18/24 02:15:00 AM,99.589,23.484,,,,,
256,06/18/24 02:30:00 AM,99.577,23.484,,,,,
257,06/18/24 02:45:00 AM,99.553,23.484,,,,,
258,06/18/24 03:00:00 AM,99.565,23.484,,,,,
259,06/18/24 03:15:00 AM,99.565,23.484,,,,,
260,06/18/24 03:30:00 AM,99.577,23.484,,,,,
261,06/18/24 03:45:00 AM,99.586,23.388,,,,,
262,06/18/24 04:00:00 AM,99.598,23.388,,,,,
263,06/18/24 04:15:00 AM,99.622,23.388,,,,,
264,06/18/24 04:30:00 AM,99.610,23.388,,,,,
265,06/18/24 04:45:00 AM,99.622,23.388,,,,,
266,06/18/24 05:00:00 AM,99.622,23.388,,,,,
267,06/18/24 05:15:00 AM,99.619,23.292,,,,,
268,06/18/24 05:30:00 AM,99.619,23.292,,,,,
269,06/18/24 05:45:00 AM,99.631,23.292,,,,,
270,06/18/24 06:00:00 AM,99.631,23.292,,,,,
271,06/18/24 06:15:00 AM,99.667,23.292,,,,,
272,06/18/24 06:30:00 AM,99.667,23.292,,,,,
273,06/18/24 06:45:00 AM,99.704,23.292,,,,,
274,06/18/24 07:00:00 AM,99.716,23.292,,,,,
275,06/18/24 07:15:00 AM,99.704,23.292,,,,,
276,06/18/24 07:30:00 AM,99.704,23.292,,,,,
277,06/18/24 07:45:00 AM,99.704,23.292,,,,,
278,06/18/24 08:00:00 AM,99.692,23.292,,,,,
279,06/18/24 08:15:00 AM,99.692,23.292,,,,,
280,06/18/24 08:30:00 AM,99.679,23.292,,,,,
281,06/18/24 08:45:00 AM,99.659,23.388,,,,,
282,06/18/24 09:00:00 AM,99.646,23.388,,,,,
283,06/18/24 09:15:00 AM,99.626,23.484,,,,,
284,06/18/24 09:30:00 AM,99.605,23.581,,,,,
285,06/18/24 09:45:00 AM,99.605,23.581,,,,,
286,06/18/24 10:00:00 AM,99.605,23.581,,,,,
287,06/18/24 10:15:00 AM,99.568,23.581,,,,,
288,06/18/24 10:30:00 AM,99.532,23.581,,,,,
289,06/18/24 10:45:00 AM,99.523,23.677,,,,,
290,06/18/24 11:00:00 AM,99.466,23.773,,,,,
291,06/18/24 11:15:00 AM,99.429,23.773,,,,,
292,06/18/24 11:30:00 AM,99.396,23.869,,,,,
293,06/18/24 11:45:00 AM,99.348,23.869,,,,,
294,06/18/24 12:00:00 PM,99.315,23.966,,,,,
295,06/18/24 12:15:00 PM,99.282,24.062,,,,,
296,06/18/24 12:30:00 PM,99.257,24.062,,,,,
297,06/18/24 12:45:00 PM,99.212,24.158,,,,,
298,06/18/24 01:00:00 PM,99.188,24.158,,,,,
299,06/18/24 01:15:00 PM,99.160,24.062,,,,,
300,06/18/24 01:30:00 PM,99.148,24.062,,,,,
301,06/18/24 01:45:00 PM,99.148,24.062,,,,,
302,06/18/24 02:00:00 PM,99.112,24.062,,,,,
303,06/18/24 02:15:00 PM,99.075,24.062,,,,,
304,06/18/24 02:30:00 PM,99.063,24.062,,,,,
305,06/18/24 02:45:00 PM,99.039,24.062,,,,,
306,06/18/24 03:00:00 PM,99.015,24.062,,,,,
307,06/18/24 03:15:00 PM,99.015,24.062,,,,,
308,06/18/24 03:30:00 PM,99.027,24.062,,,,,
309,06/18/24 03:45:00 PM,99.048,23.966,,,,,
310,06/18/24 04:00:00 PM,99.035,23.966,,,,,
311,06/18/24 04:15:00 PM,99.060,23.966,,,,,
312,06/18/24 04:30:00 PM,99.072,23.966,,,,,
313,06/18/24 04:45:00 PM,99.072,23.966,,,,,
314,06/18/24 05:00:00 PM,99.084,23.966,,,,,
315,06/18/24 05:15:00 PM,99.120,23.966,,,,,
316,06/18/24 05:30:00 PM,99.108,23.966,,,,,
317,06/18/24 05:45:00 PM,99.133,23.966,,,,,
318,06/18/24 06:00:00 PM,99.157,23.966,,,,,
319,06/18/24 06:15:00 PM,99.169,23.966,,,,,
320,06/18/24 06:30:00 PM,99.202,23.869,,,,,
321,06/18/24 06:45:00 PM,99.214,23.869,,,,,
322,06/18/24 07:00:00 PM,99.239,23.869,,,,,
323,06/18/24 07:15:00 PM,99.251,23.869,,,,,
324,06/18/24 07:30:00 PM,99.251,23.869,,,,,
325,06/18/24 07:45:00 PM,99.263,23.869,,,,,
326,06/18/24 08:00:00 PM,99.263,23.869,,,,,
327,06/18/24 08:15:00 PM,99.287,23.869,,,,,
328,06/18/24 08:30:00 PM,99.299,23.869,,,,,
329,06/18/24 08:45:00 PM,99.299,23.869,,,,,
330,06/18/24 09:00:00 PM,99.311,23.869,,,,,
331,06/18/24 09:15:00 PM,99.311,23.869,,,,,
332,06/18/24 09:30:00 PM,99.311,23.869,,,,,
333,06/18/24 09:45:00 PM,99.324,23.869,,,,,
334,06/18/24 10:00:00 PM,99.324,23.869,,,,,
335,06/18/24 10:15:00 PM,99.320,23.773,,,,,
336,06/18/24 10:30:00 PM,99.320,23.773,,,,,
337,06/18/24 10:45:00 PM,99.332,23.773,,,,,
338,06/18/24 11:00:00 PM,99.332,23.773,,,,,
339,06/18/24 11:15:00 PM,99.308,23.773,,,,,
340,06/18/24 11:30:00 PM,99.296,23.773,,,,,
341,06/18/24 11:45:00 PM,99.296,23.773,,,,,
342,06/19/24 12:00:00 AM,99.296,23.773,,,,,
343,06/19/24 12:15:00 AM,99.272,23.773,,,,,
344,06/19/24 12:30:00 AM,99.247,23.773,,,,,
345,06/19/24 12:45:00 AM,99.244,23.677,,,,,
346,06/19/24 01:00:00 AM,99.244,23.677,,,,,
347,06/19/24 01:15:00 AM,99.232,23.677,,,,,
348,06/19/24 01:30:00 AM,99.244,23.677,,,,,
349,06/19/24 01:45:00 AM,99.244,23.677,,,,,
350,06/19/24 02:00:00 AM,99.256,23.677,,,,,
351,06/19/24 02:15:00 AM,99.256,23.677,,,,,
352,06/19/24 02:30:00 AM,99.256,23.677,,,,,
353,06/19/24 02:45:00 AM,99.244,23.677,,,,,
354,06/19/24 03:00:00 AM,99.292,23.677,,,,,
355,06/19/24 03:15:00 AM,99.280,23.677,,,,,
356,06/19/24 03:30:00 AM,99.289,23.581,,,,,
357,06/19/24 03:45:00 AM,99.289,23.581,,,,,
358,06/19/24 04:00:00 AM,99.338,23.581,,,,,
359,06/19/24 04:15:00 AM,99.362,23.581,,,,,
360,06/19/24 04:30:00 AM,99.386,23.581,,,,,
361,06/19/24 04:45:00 AM,99.435,23.581,,,,,
362,06/19/24 05:00:00 AM,99.459,23.581,,,,,
363,06/19/24 05:15:00 AM,99.492,23.484,,,,,
364,06/19/24 05:30:00 AM,99.480,23.484,,,,,
365,06/19/24 05:45:00 AM,99.504,23.484,,,,,
366,06/19/24 06:00:00 AM,99.528,23.484,,,,,
367,06/19/24 06:15:00 AM,99.541,23.484,,,,,
368,06/19/24 06:30:00 AM,99.553,23.484,,,,,
369,06/19/24 06:45:00 AM,99.565,23.484,,,,,
370,06/19/24 07:00:00 AM,99.589,23.484,,,,,
371,06/19/24 07:15:00 AM,99.601,23.484,,,,,
372,06/19/24 07:30:00 AM,99.601,23.484,,,,,
373,06/19/24 07:45:00 AM,99.589,23.484,,,,,
374,06/19/24 08:00:00 AM,99.589,23.484,,,,,
375,06/19/24 08:15:00 AM,99.577,23.484,,,,,
376,06/19/24 08:30:00 AM,99.601,23.484,,,,,
377,06/19/24 08:45:00 AM,99.601,23.484,,,,,
378,06/19/24 09:00:00 AM,99.601,23.484,,,,,
379,06/19/24 09:15:00 AM,99.605,23.581,,,,,
380,06/19/24 09:30:00 AM,99.556,23.581,,,,,
381,06/19/24 09:45:00 AM,99.508,23.581,,,,,
382,06/19/24 10:00:00 AM,99.535,23.677,,,,,
383,06/19/24 10:15:00 AM,99.511,23.677,,,,,
384,06/19/24 10:30:00 AM,99.499,23.677,,,,,
385,06/19/24 10:45:00 AM,99.475,23.677,,,,,
386,06/19/24 11:00:00 AM,99.450,23.677,,,,,
387,06/19/24 11:15:00 AM,99.402,23.677,,,,,
388,06/19/24 11:30:00 AM,99.377,23.677,,,,,
389,06/19/24 11:45:00 AM,99.353,23.677,,,,,
390,06/19/24 12:00:00 PM,99.320,23.773,,,,,
391,06/19/24 12:15:00 PM,99.308,23.773,,,,,
392,06/19/24 12:30:00 PM,99.259,23.773,,,,,
393,06/19/24 12:45:00 PM,99.223,23.773,,,,,
394,06/19/24 01:00:00 PM,99.187,23.773,,,,,
395,06/19/24 01:15:00 PM,99.178,23.869,,,,,
396,06/19/24 01:30:00 PM,99.141,23.869,,,,,
397,06/19/24 01:45:00 PM,99.141,23.869,,,,,
398,06/19/24 02:00:00 PM,99.133,23.966,,,,,
399,06/19/24 02:15:00 PM,99.093,23.869,,,,,
400,06/19/24 02:30:00 PM,99.096,23.966,,,,,
401,06/19/24 02:45:00 PM,99.072,23.966,,,,,
402,06/19/24 03:00:00 PM,99.060,23.966,,,,,
403,06/19/24 03:15:00 PM,99.035,23.966,,,,,
404,06/19/24 03:30:00 PM,99.060,23.966,,,,,
405,06/19/24 03:45:00 PM,99.060,23.966,,,,,
406,06/19/24 04:00:00 PM,99.060,23.966,,,,,
407,06/19/24 04:15:00 PM,99.044,23.869,,,,,
408,06/19/24 04:30:00 PM,99.044,23.869,,,,,
409,06/19/24 04:45:00 PM,99.056,23.869,,,,,
410,06/19/24 05:00:00 PM,99.081,23.869,,,,,
411,06/19/24 05:15:00 PM,99.105,23.869,,,,,
412,06/19/24 05:30:00 PM,99.117,23.869,,,,,
413,06/19/24 05:45:00 PM,99.141,23.869,,,,,
414,06/19/24 06:00:00 PM,99.154,23.869,,,,,
415,06/19/24 06:15:00 PM,99.166,23.869,,,,,
416,06/19/24 06:30:00 PM,99.190,23.869,,,,,
417,06/19/24 06:45:00 PM,99.214,23.869,,,,,
418,06/19/24 07:00:00 PM,99.247,23.773,,,,,
419,06/19/24 07:15:00 PM,99.284,23.773,,,,,
420,06/19/24 07:30:00 PM,99.308,23.773,,,,,
421,06/19/24 07:45:00 PM,99.344,23.773,,,,,
422,06/19/24 08:00:00 PM,99.369,23.773,,,,,
423,06/19/24 08:15:00 PM,99.369,23.773,,,,,
424,06/19/24 08:30:00 PM,99.381,23.773,,,,,
425,06/19/24 08:45:00 PM,99.405,23.773,,,,,
426,06/19/24 09:00:00 PM,99.402,23.677,,,,,
427,06/19/24 09:15:00 PM,99.390,23.677,,,,,
428,06/19/24 09:30:00 PM,99.414,23.677,,,,,
429,06/19/24 09:45:00 PM,99.450,23.677,,,,,
430,06/19/24 10:00:00 PM,99.462,23.677,,,,,
431,06/19/24 10:15:00 PM,99.487,23.677,,,,,
432,06/19/24 10:30:00 PM,99.548,23.677,,,,,
433,06/19/24 10:45:00 PM,99.548,23.677,,,,,
434,06/19/24 11:00:00 PM,99.535,23.677,,,,,
435,06/19/24 11:15:00 PM,99.535,23.677,,,,,
436,06/19/24 11:30:00 PM,99.523,23.677,,,,,
437,06/19/24 11:45:00 PM,99.535,23.677,,,,,
438,06/20/24 12:00:00 AM,99.535,23.677,,,,,
439,06/20/24 12:15:00 AM,99.520,23.581,,,,,
440,06/20/24 12:30:00 AM,99.520,23.581,,,,,
441,06/20/24 12:45:00 AM,99.508,23.581,,,,,
442,06/20/24 01:00:00 AM,99.495,23.581,,,,,
443,06/20/24 01:15:00 AM,99.471,23.581,,,,,
444,06/20/24 01:30:00 AM,99.447,23.581,,,,,
445,06/20/24 01:45:00 AM,99.447,23.581,,,,,
446,06/20/24 02:00:00 AM,99.423,23.581,,,,,
447,06/20/24 02:15:00 AM,99.423,23.581,,,,,
448,06/20/24 02:30:00 AM,99.398,23.581,,,,,
449,06/20/24 02:45:00 AM,99.386,23.581,,,,,
450,06/20/24 03:00:00 AM,99.386,23.581,,,,,
451,06/20/24 03:15:00 AM,99.383,23.484,,,,,
452,06/20/24 03:30:00 AM,99.395,23.484,,,,,
453,06/20/24 03:45:00 AM,99.383,23.484,,,,,
